"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"254","","GRACIE, Colonel Archibald","53","1st Class Passenger","113780£28 10s","Southampton","Writer","B"
"255","","GRAHAM, Mrs Edith","59","1st Class Passenger","17582£153 9s 3d","Southampton","","3"
"256","","GRAHAM, Miss Margaret Edith","19","1st Class Passenger","17582£153 9s 3d","Southampton","","3"
"257","","GRAHAM, Mr Thomas G.","28","Engineering Crew","","Belfast","Fireman",""
"258","","GREENFIELD, Mrs Blanche","45","1st Class Passenger","17759£63 7s 2d","Cherbourg","","7"
"259","","GREENFIELD, Mr William Bertram","23","1st Class Passenger","17759£63 7s 2d","Cherbourg","","7"
"260","","GREGSON, Miss Mary","44","Victualling Crew","","Southampton","Stewardess",""
"261","","GUY, Mr Elgar John","28","Victualling Crew","","Southampton","Boots","5"
"262","","HAGGAN, Mr John","35","Engineering Crew","","Belfast","Fireman","3"
"263","","HAINES, Mr Albert","31","Deck Crew","","Belfast","Boatswain Mate","9"
"264","","HAKKARAINEN, Mrs Elin Matilda","24","3rd Class Passenger","3101279£15 17s","Southampton","","15"
"265","","HALFORD, Mr Richard","22","Victualling Crew","","Southampton","Steward",""
"266","","HANNAH, Mr Borak (""Hannah Assi Borah"")","27","3rd Class Passenger","2663£7 4s 7d","Cherbourg","","15"
"267","","HANSEN, Mrs Jennie Louise","45","3rd Class Passenger","350026£14 2s 2d","Southampton","","11"
"268","","HARDER, Mr George Achilles","25","1st Class Passenger","11765£55 8s 10d","Cherbourg","Businessman","5"
"269","","HARDER, Mrs Dorothy","21","1st Class Passenger","11765£55 8s 10d","Cherbourg","","5"
"270","","HARDER, Mr William","39","Deck Crew","","Southampton","Window Cleaner","14"
"271","","HARDWICK, Mr Reginald","21","Victualling Crew","","Southampton","Kitchen Porter","11"
"272","","HARDY, Mr John T.","37","Victualling Crew","","Belfast","Chief 2nd Class Steward","D"
"273","","HARPER, Mr Henry Sleeper","48","1st Class Passenger","17572£76 14s 7d","Cherbourg","Of Independent Means","3"
"274","","HARPER, Mrs Myna","49","1st Class Passenger","17572£76 14s 7d","Cherbourg","","3"
"275","","HARPER, Miss Annie Jessie","6","2nd Class Passenger","248727£33","Southampton","","11"
"276","","HARRIS, Mrs Irene","35","1st Class Passenger","36973£83 9s 6d","Southampton","","D"
"277","","HARRIS, Mr George","62","2nd Class Passenger","752£10 10s","Southampton","","15"
"278","","HARRIS, Mr Frederick","39","Engineering Crew","","Southampton","Fireman",""
"279","","HARRISON, Mr AragÃµa Drummond","40","Victualling Crew","","Southampton","Saloon Steward (1st class)","9"
"280","","HART, Mrs Esther Ada","48","2nd Class Passenger","13529£26               5s","Southampton","","14"
"281","","HART, Miss Eva Miriam","7","2nd Class Passenger","13529£26               5s","Southampton","","14"
"282","","HART, Mr John Edward","31","Victualling Crew","","Southampton","Steward",""
"283","","HARTNELL, Mr Frederick","21","Victualling Crew","","Southampton","Saloon Steward",""
"284","","HASSAB, Mr Hammad","27","1st Class PassengerServant","17572£76               14s               7d","Cherbourg","Servant","3"
"285","","HAWKSFORD, Mr Walter James","45","1st Class Passenger","16988£30","Southampton","Sales Manager","3"
"286","","HAYS, Mrs Clara Jennings","52","1st Class Passenger","12749£93               10s","Southampton","","3"
"287","","HAYS, Miss Margaret Bechstein","24","1st Class Passenger","11767£83               3s               2d","Cherbourg","","7"
"288","","HÃ¤MÃ¤LÃ¤INEN, Mrs Anna","23","2nd Class Passenger","250649£14               10s","Southampton","","4"
"289","","HÃ¤MÃ¤LÃ¤INEN, Master Viljo Unto Johannes","8m","2nd Class Passenger","250649£14               10s","Southampton","","4"
"290","","HEALY, Miss Hanora ""Nora""","29","3rd Class Passenger","370375£7               15s","Queenstown","","16"
"291","","HEBB, Mr William Albert","22","Engineering Crew","","Southampton","Trimmer","B"
"292","","HEDMAN, Mr Oskar Arvid","27","3rd Class Passenger","347089£6               19s               6d","Southampton","Settler Recruiter","15"
"293","","HEE, Mr Ling","24","3rd Class Passenger","1601£56               9s               11d","Southampton","Seaman","C"
"294","","HEIKKINEN, Miss Laina","26","3rd Class Passenger","3101282£7               18s               6d","Southampton","",""
"295","","HELLSTRÃ¶M, Miss Hilda Maria","22","3rd Class Passenger","7548£8               19s               3d","Southampton","","C"
"296","","HEMMING, Mr Samuel Emest","43","Deck Crew","","Belfast","Lamp Trimmer","4"
"297","","HENDRICKSON, Mr Charles Osker","28","Engineering Crew","","Southampton","Leading Fireman","1"
"298","","HERMAN, Mrs Jane","48","2nd Class Passenger","220845£65","Southampton","","9"
"299","","HERMAN, Miss Alice","23","2nd Class Passenger","220845£65","Southampton","","9"
"300","","HERMAN, Miss Kate","23","2nd Class Passenger","220845£65","Southampton","","9"
"301","","HEWLETT, Mrs Mary Dunbar","56","2nd Class Passenger","248706£16","Southampton","","13"
"302","","HICHENS, Mr Robert","29","Deck Crew","","Southampton","Quartermaster","6"
"303","","HIPPACH, Mrs Ida Sophia","44","1st Class Passenger","111361£57               19s               7d","Cherbourg","","4"
"304","","HIPPACH, Miss Jean Gertrude","17","1st Class Passenger","111361£57               19s               7d","Cherbourg","","4"
"305","","HIRVONEN, Mrs Helga Elisabeth Lindqvist","22","3rd Class Passenger","3101298£12               5s               9d","Southampton","","15"
"306","","HIRVONEN, Miss Hildur Elisabeth","2","3rd Class Passenger","3101298£12               5s               9d","Southampton","","15"
"307","","HOCKING, Mrs Elizabeth ""Eliza""","54","2nd Class Passenger","29105£23","Southampton","","4"
"308","","HOCKING, Miss Ellen ""Nellie""","20","2nd Class Passenger","29105£23","Southampton","","4"
"309","","HOGEBOOM, Mrs Anna Louisa","51","1st Class Passenger","13502£77               19s               2d","Cherbourg","Of Independent Means","10"
"310","","HOGG, Mr George Alfred","29","Deck Crew","","Belfast","Lookout","7"
"311","","HOLD, Mrs Annie Margaret","29","2nd Class Passenger","26707£26","Southampton","","10"
"312","","HOLVERSON, Mrs Mary Aline","35","1st Class Passenger","113789£52","Southampton","","8"
"313","","HOMER, Mr Harry","40","1st Class Passenger","111426£26               11s","Southampton","Gambler","15"
"314","","HONKANEN, Miss Eliina","27","3rd Class Passenger","3101283£7               18s               6d","Southampton","",""
"315","","HOPKINS, Mr Robert John","40","Deck Crew","","Southampton","Able Seaman","13"
"316","","HORSWILL, Mr Albert Edward James","33","Deck Crew","","Southampton","Able Seaman","1"
"317","","HOSONO, Mr Masabumi","41","2nd Class Passenger","237798£13","Southampton","Civil Servant","10"
"318","","HOWARD, Miss May Elizabeth","27","3rd Class Passenger","39186£8               1s","Southampton","Laundry Worker","C"
"319","","HOYT, Mr Frederick Maxfield","38","1st Class Passenger","19943£100","Southampton","","D"
"320","","HOYT, Mrs Jane Anne","31","1st Class Passenger","19943£100","Southampton","","D"
"321","","HUMPHREYS, Mr Sidney James","48","Deck Crew","","Southampton","Quartermaster","11"
"322","","HUNT, Mr Albert Sylvanus","23","Engineering Crew","","Southampton","Trimmer","C"
"323","","HURST, Mr Walter","23","Engineering Crew","","Southampton","Fireman","B"
"324","","HYLAND, Mr Leo James","19","Victualling Crew","","Southampton","Steward","11"
"325","","HYMAN, Mr Abraham Joseph","34","3rd Class Passenger","3470£7               17s               9d","Southampton","Framer","C"
"326","","ICARD, Miss Rose AmÃ©lie","39","1st Class PassengerServant","113572£80","Southampton","Personal Maid","6"
"327","","ILETT, Miss Bertha","17","2nd Class Passenger","14885£10               10s","Southampton","",""
"328","","ISMAY, Mr Joseph Bruce","49","1st Class Passenger","112058","Southampton","Shipowner","C"
"329","","JACOBSOHN, Mrs Amy Frances Christy","24","2nd Class Passenger","243847£27","Southampton","","12"
"330","","JAL?EVAC, Mr Ivan","29","3rd Class Passenger","349240£7               17s               11d","Cherbourg","","15"
"331","","JANSSON, Mr Carl Olof","21","3rd Class Passenger","350034£7               15s               11d","Southampton","","A"
"332","","JERMYN, Miss Annie Jane","26","3rd Class Passenger","14313£7               15s","Queenstown","","D"
"333","","JERWAN, Mrs Marie Marthe","23","2nd Class Passenger","541£13               15s               10d","Cherbourg","","11"
"334","","JESSOP, Miss Violet Constance","24","Victualling Crew","","Southampton","Stewardess",""
"335","","JEWELL, Mr Archie","23","Deck Crew","","Belfast","Lookout","7"
"336","","JOHANNESEN, Mr Bernt Johannes","29","3rd Class Passenger","65306£8               2s               3d","Southampton","","13"
"337","","JOHANSSON PALMQUIST, Mr Oskar Leander","26","3rd Class Passenger","347070£7               15s               6d","Southampton","","15"
"338","","JOHNSON, Mrs Elisabeth Vilhelmina","26","3rd Class Passenger","347742£11               2s               8d","Southampton","","15"
"339","","JOHNSON, Master Harold Theodor","4","3rd Class Passenger","347742£11               2s               8d","Southampton","","15"
"340","","JOHNSON, Miss Eleanor Ileen","1","3rd Class Passenger","347742£11               2s               8d","Southampton","","15"
"341","","JOHNSTON, Mr James","41","Victualling Crew","","Belfast","Saloon Steward","2"
"342","","JONES, Mr Thomas William","32","Deck Crew","","Southampton","Able Seaman","8"
"343","","JONSSON, Mr Carl","25","3rd Class Passenger","350417£7               17s               1d","Southampton","General Labourer","15"
"344","","JOUGHIN, Mr Charles John","32","Victualling Crew","","Belfast","Chief Baker","B"
"345","","JUDD, Mr Charles Edward","31","Engineering Crew","","Southampton","Fireman","B"
"346","","JUSSILA, Mr Eiriik","32","3rd Class Passenger","3101286£7               18s               6d","Southampton","","15"
"347","","KANTOR, Mrs Miriam","24","2nd Class Passenger","244367£26","Southampton","","12"
"348","","KARLSSON, Mr Einar Gervasius","21","3rd Class Passenger","350053£7               15s               11d","Southampton","Military","13"
"349","","KARUN, Mr Franz","39","3rd Class Passenger","349256£13               8s               4d","Cherbourg","Hotelier","15"
"350","","KARUN, Miss Manca","4","3rd Class Passenger","349256£13               8s               4d","Cherbourg","","15"
"351","","KASPER, Mr F.","40","Engineering Crew","","Southampton","Fireman",""
"352","","KEANE, Miss Nora Agnes","46","2nd Class Passenger","226593£12               7s","Queenstown","","10"
"353","","KEEN, Mr Percy Edward","28","Victualling Crew","","Southampton","Saloon Steward",""
"354","","KELLY, Mrs Fanny Maria","45","2nd Class Passenger","223596£13               10s","Southampton","","9"
"355","","KELLY, Miss Anna Katherine","20","3rd Class Passenger","9234£7               15s","Queenstown","","16"
"356","","KELLY, Miss Mary","22","3rd Class Passenger","14312£7               15s","Queenstown","","D"
"357","","KEMISH, Mr George","24","Engineering Crew","","Southampton","Fireman",""
"358","","KENNEDY, Mr John","24","3rd Class Passenger","368783£7               15s","Queenstown","Farm Labourer",""
"359","","KENYON, Mrs Marion","31","1st Class Passenger","17464£51               17s               3d","Southampton","","8"
"360","","KIMBALL, Mr Edwin Nelson Jr.","42","1st Class Passenger","11753£52               11s               1d","Southampton","","5"
"361","","KIMBALL, Mrs Gertrude","45","1st Class Passenger","11753£52               11s               1d","Southampton","","5"
"362","","KINK, Mr Anton","29","3rd Class Passenger","315153£22                             6d","Southampton","","2"
"363","","KINK-HEILMANN, Mrs Luise","26","3rd Class Passenger","315153£22                             6d","Southampton","","2"
"364","","KINK-HEILMANN, Miss Luise Gretchen","4","3rd Class Passenger","315153£22                             6d","Southampton","","2"
"365","","KNIGHT, Mr George","44","Victualling Crew","","Southampton","Saloon Steward",""
"366","","KNOWLES, Mr Thomas","42","Engineering Crew","","Southampton","Fireman Messman",""
"367","","KREKORIAN, Mr Neshan","25","3rd Class Passenger","2654£7               4s               7d","Cherbourg","General Labourer","10"
"368","","KREUCHEN, Miss Emilie","29","1st Class PassengerServant","24160£211               6s               9d","Southampton","Personal Maid","2"
"369","","LAM, Mr Ali","38","3rd Class Passenger","1601£56               9s               11d","Southampton","Seaman","C"
"370","","LANDERGREN, Miss Aurora Adelia","22","3rd Class Passenger","7077£7               5s","Southampton","","13"
"371","","LANG, Mr Fang","32","3rd Class Passenger","1601£56               9s               11d","Southampton","Seaman","14"
"372","","LAROCHE, Mrs Juliette Marie Louise","22","2nd Class Passenger","2123£41               11s               7d","Cherbourg","","14"
"373","","LAROCHE, Miss Louise","1","2nd Class Passenger","2123£41               11s               7d","Cherbourg","","14"
"374","","LAROCHE, Miss Simonne Marie Anne AndrÃ©e","3","2nd Class Passenger","2123£41               11s               7d","Cherbourg","","14"
"375","","LAVINGTON, Miss Elizabeth","40","Victualling Crew","","Southampton","Stewardess","11"
"376","","LEADER, Dr Alice","49","1st Class Passenger","17465£25               18s               7d","Southampton","Doctor","8"
"377","","LEATHER, Mrs Elizabeth May","41","Victualling Crew","","Southampton","Stewardess",""
"378","","LEE, Mr Reginald Robinson","41","Deck Crew","","Southampton","Lookout","13"
"379","","LEE, Mr Henry Reginald","29","Victualling Crew","","Southampton","Scullion",""
"380","","LEHMANN, Miss Bertha","17","2nd Class Passenger","1748£12","Cherbourg","","12"
"381","","LEITCH, Miss Jessie Wills","31","2nd Class Passenger","248727£33","Southampton","","11"
"382","","LEMORE, Mrs Amelia ""Milley""","34","2nd Class Passenger","34260£10               10s","Southampton","","14"
"383","","LEROY, Miss Berthe","27","1st Class PassengerServant","17761£106               8s               6d","Cherbourg","Personal Maid","2"
"384","","LESUEUR, Mr Gustave J.","35","1st Class PassengerServant","17755£512               6s               7d","Cherbourg","Servant","3"
"385","","LEWIS, Mr Arthur Ernest Read","27","Victualling Crew","","Southampton","Steward",""
"386","","LIGHTOLLER, Mr Charles Herbert","38","Deck Crew","","Belfast","2nd. Officer","B"
"387","","LINDQVIST, Mr Eino William","20","3rd Class Passenger","3101285£7               18s               6d","Southampton","","15"
"388","","LINDSAY, Mr William Charles","30","Engineering Crew","","Southampton","Fireman","3"
"389","","LINDSTRÃ¶M, Mrs Sigrid","55","1st Class Passenger","112377£27               14s               5d","Cherbourg","","6"
"390","","LINES, Mrs Elizabeth Lindsey","50","1st Class Passenger","17592£39               8s","Cherbourg","","9"
"391","","LINES, Miss Mary Conover","16","1st Class Passenger","17592£39               8s","Cherbourg","","9"
"392","","LITTLEJOHN, Mr Alexander James","40","Victualling Crew","","Belfast","Saloon Steward",""
"393","","LONGLEY, Miss Gretchen Fiske","21","1st Class Passenger","13502£77               19s               2d","Cherbourg","","10"
"394","","LOUCH, Mrs Alice Adelaide","42","2nd Class Passenger","3085£26","Southampton","",""
"395","","LOWE, Mr Harold Godfrey","29","Deck Crew","","Belfast","5th. Officer","14"
"396","","LUCAS, Mr William Arthur","25","Deck Crew","","Southampton","Able Seaman","D"
"397","","LUCAS, Mr William Watson","31","Victualling Crew","","Belfast","Saloon Steward","A"
"398","","LULIC, Mr Nikola","29","3rd Class Passenger","315098£8               13s               3d","Southampton","","15"
"399","","LUNDIN, Miss Olga Elida","23","2nd Class Passenger","347469£7               17s               1d","Southampton","","10"
"400","","LUNDSTRÃ¶M, Mr Thure Edvin","32","3rd Class Passenger","350403£7               11s               7d","Southampton","","15"
"401","","LURETTE, Miss Eugenie Elise","59","1st Class PassengerServant","17569£146               10s               5d","Cherbourg","Personal Maid","6"
"402","","MACKAY, Mr Charles Donald","34","Victualling Crew","","Belfast","Saloon Steward","11"
"403","","MADIGAN, Miss Margaret ""Maggie""","21","3rd Class Passenger","370370£7               15s","Queenstown","","15"
"404","","MADILL, Miss Georgette Alexandra","16","1st Class Passenger","24160£211               6s               9d","Southampton","","2"
"405","","MADSEN, Mr Fridtjof Arne","24","3rd Class Passenger","17369£7               2s               10d","Southampton","","13"
"406","","MAIONI, Miss Roberta Elizabeth Mary","19","1st Class PassengerServant","110152£86               10s","Southampton","Personal Maid","8"
"407","","MAJOR, Mr William James","32","Engineering Crew","","Southampton","Fireman","13"
"408","","MALLET, Mrs Antonine Marie","24","2nd Class Passenger","2079£37                             1d","Cherbourg","","10"
"409","","MALLET, Master AndrÃ© Clement","1","2nd Class Passenger","2079£37                             1d","Cherbourg","","10"
"410","","MAMEE, Mr Hanna","20","3rd Class Passenger","2677£7               4s               7d","Cherbourg","","15"
"411","","MANNION, Miss Margaret","28","3rd Class Passenger","36866£7               14s               9d","Queenstown","","16"
"412","","MARÃ©CHAL, Mr Pierre","29","1st Class Passenger","11774£29               14s","Cherbourg","Aviator","7"
"413","","MARSDEN, Miss Evelyn","28","Victualling Crew","","Southampton","Stewardess","16"
"414","","MARTIN, Mrs Annie Martha","39","Victualling Crew","","Southampton","Stewardess","11"
"415","","MARTIN, Miss Mabel Elvina","20","Restaurant Staff","","Southampton","Cashier",""
"416","","MARVIN, Mrs Mary Graham Carmichael","18","1st Class Passenger","113773£53               2s","Southampton","","10"
"417","","MASON, Mr Frank Archibald Robert","32","Engineering Crew","","Southampton","Fireman",""
"418","","MAUGE, Mr Paul Achille Maurice Germain","25","Restaurant Staff","","Southampton","Kitchen Clerk",""
"419","","MAYNARD, Mr Isaac Hiram","31","Victualling Crew","","Belfast","Entre Cook","B"
"420","","MAYNÃ©, Mlle Berthe Antonine","24","1st Class Passenger","17482£49               10s               1d","Cherbourg","Singer","6"
"421","","MAYZES, Mr Thomas","25","Engineering Crew","","Southampton","Fireman",""
"422","","MCCARTHY, Mr William","47","Deck Crew","","Southampton","Able Seaman","4"
"423","","MCCARTHY, Miss Catherine ""Katie""","24","3rd Class Passenger","383123£7               15s","Queenstown","","15"
"424","","MCCORMACK, Mr Thomas Joseph","19","3rd Class Passenger","367228£7               15s","Queenstown","Barman",""
"425","","MCCOY, Miss Agnes","29","3rd Class Passenger","367226£23               5s","Queenstown","","16"
"426","","MCCOY, Miss Alicia","26","3rd Class Passenger","367226£23               5s","Queenstown","","16"
"427","","MCCOY, Mr Bernard","24","3rd Class Passenger","367226£23               5s","Queenstown","General Labourer","16"
"428","","MCDERMOTT, Miss Bridget Delia","31","3rd Class Passenger","330932£7               15s               8d","Queenstown","","13"
"429","","MCGANN, Mr James","26","Engineering Crew","","Southampton","Trimmer",""
"430","","MCGOUGH, Mr James Robert","35","1st Class Passenger","17473£26               5s               9d","Southampton","Buyer","7"
"431","","MCGOUGH, Mr George Francis 'Paddy'","36","Deck Crew","","Southampton","Able Seaman",""
"432","","MCGOVERN, Ms Mary","22","3rd Class Passenger","330931£7               17s               7d","Queenstown","","13"
"433","","MCGOWAN, Miss Anna ""Annie""","17","3rd Class Passenger","330923£8                             7d","Queenstown","",""
"434","","MCINTYRE, Mr William","21","Engineering Crew","","Southampton","Trimmer",""
"435","","MCLAREN, Mrs H","40","Victualling Crew","","Southampton","Stewardess",""
"436","","MCMICKEN, Mr Arthur","23","Victualling Crew","","Belfast","Saloon Steward","11"
"437","","MELLINGER, Mrs Elizabeth Anne","41","2nd Class Passenger","250644£19               10s","Southampton","","14"
"438","","MELLINGER, Miss Madeleine Violet","13","2nd Class Passenger","250644£19               10s","Southampton","","14"
"439","","MELLORS, Mr William John","19","2nd Class Passenger","751£10               10s","Southampton","Salesman","B"
"440","","MEYER, Mrs Leila","25","1st Class Passenger","17604£82               3s               5d","Cherbourg","","6"
"441","","MIDTSJÃ¸, Mr Karl Albert","21","3rd Class Passenger","345501£7               15s               6d","Southampton","Farmer","15"
"442","","MILLS, Mr Christopher","51","Victualling Crew","","Southampton","Butcher",""
"443","","MINAHAN, Mrs Lillian E.","37","1st Class Passenger","19928£90","Queenstown","","14"
"444","","MINAHAN, Miss Daisy E.","33","1st Class Passenger","19928£90","Queenstown","","14"
"445","","MOCK, Mr Philipp Edmund","30","1st Class Passenger","13236£57               15s","Cherbourg","","11"
"446","","MOCKLER, Miss Ellen Mary","23","3rd Class Passenger","330980£7               17s               7d","Queenstown","","16"
"447","","MOOR, Mrs Beila","29","3rd Class Passenger","392096£12               9s               6d","Southampton","Tailor","14"
"448","","MOOR, Master Meier","7","3rd Class Passenger","392096£12               9s               6d","Southampton","","14"
"449","","MOORE, Mr George Alfred","32","Deck Crew","","Southampton","Able Seaman","3"
"450","","MOORE, Mr John J.","29","Engineering Crew","","Southampton","Fireman",""
"451","","MORAN, Miss Bertha Bridget","28","3rd Class Passenger","371110£24               3s","Queenstown","","16"
"452","","MORRIS, Mr Frank Herbert","28","Victualling Crew","","Belfast","Bath Room Steward","14"
"453","","MOSS, Mr Albert Johan","29","3rd Class Passenger","312991£7               15s               6d","Southampton","","B"
"454","","MOUBAREK, Mrs Omine","24","3rd Class Passenger","2661£15               4s               11d","Cherbourg","","C"
"455","","MOUBAREK, Master Gerios (""George _"")","7","3rd Class Passenger","2661£15               4s               11d","Cherbourg","","C"
"456","","MOUBAREK, Master Halim Gonios (""William George"")","4","3rd Class Passenger","2661£15               4s               11d","Cherbourg","","C"
"457","","MOUSSA, Mrs Mantoura Boulos","35","3rd Class Passenger","2626£7               4s               7d","Cherbourg","Housewife",""
"458","","MOUSSELMANI, Mrs Fatima","22","3rd Class Passenger","2649£7               4s               6d","Cherbourg","","C"
"459","","MULLEN, Miss Katherine ""Katie""","21","3rd Class Passenger","35852£7               14s               8d","Queenstown","","16"
"460","","MULVIHILL, Miss Bridget Elizabeth","25","3rd Class Passenger","382653£7               15s","Queenstown","","15"
"461","","MURDOCH, Mr William John","33","Engineering Crew","","Southampton","Fireman",""
"462","","MURPHY, Miss Nora","34","3rd Class Passenger","36568£15               10s","Queenstown","","16"
"463","","MURPHY, Miss Margaret Jane ""Mary"" ""Maggie""","25","3rd Class Passenger","367230£15               10s","Queenstown","","16"
"464","","MURPHY, Miss Catherine ""Kate""","18","3rd Class Passenger","367230£15               10s","Queenstown","","16"
"465","","NAJIB KIAMIE, Miss Adele ""Jane""","15","3rd Class Passenger","2667£7               4s               6d","Cherbourg","","C"
"466","","NAKID, Mr Sahid","20","3rd Class Passenger","2653£15               14s               10d","Cherbourg","","C"
"467","","NAKID, Mrs Waika ""Mary""","19","3rd Class Passenger","2653£15               14s               10d","Cherbourg","","C"
"468","","NAKID, Miss Maria","1","3rd Class Passenger","2653£15               14s               10d","Cherbourg","","C"
"469","","NASSER, Mrs Adele","14","2nd Class Passenger","237736£30               1s               5d","Cherbourg","",""
"470","","NAVRATIL, Master Edmond Roger","2","2nd Class Passenger","230080£26","Southampton","","D"
"471","","NAVRATIL, Master Michel Marcel","3","2nd Class Passenger","230080£26","Southampton","","D"
"472","","NEAL, Mr Bentley Harold","25","Victualling Crew","","Southampton","Baker","13"
"473","","NEWELL, Miss Marjorie Anne","23","1st Class Passenger","35273£113               5s               6d","Cherbourg","","6"
"474","","NEWELL, Miss Madeleine","31","1st Class Passenger","35273£113               5s               6d","Cherbourg","","6"
"475","","NEWSOM, Miss Helen Monypeny","19","1st Class Passenger","11752£26               5s               8d","Southampton","","5"
"476","","NICHOLS, Mr Walter Henry","35","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"477","","NICOLA-YARRED, Miss Jamila (""Amelia Garrett"")","14","3rd Class Passenger","2651£11               4s               10d","Cherbourg","","C"
"478","","NICOLA-YARRED, Master Elias (""Louis Garrett"")","11","3rd Class Passenger","2651£11               4s               10d","Cherbourg","","C"
"479","","NILSSON, Miss Berta Olivia","18","3rd Class Passenger","347066£7               15s               6d","Southampton","","D"
"480","","NILSSON, Miss Helmina Josefina","26","3rd Class Passenger","347470£7               17s               1d","Southampton","","13"
"481","","NISKÃ¤NEN, Mr Juha","39","3rd Class Passenger","3101289£7               18s               6d","Southampton","","9"
