"id","PassengerId","SibSp","Parch","CabinCat","TicketId","Age","Class.1","Class.2","Class.3","Gender","Fare.1","Fare.2","Fare.3","Embarked.C","Embarked.Q","Embarked.S","Embarked.NA","Survived"
"299",299,0,0,3,99,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,1
"300",300,0,1,2,586,50,1,0,0,0,0,0,1,1,0,0,0,1
"301",301,0,0,0,514,9,0,0,1,0,1,0,0,0,1,0,0,1
"302",302,2,0,0,442,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,1
"303",303,0,0,0,575,19,0,0,1,1,1,0,0,0,0,1,0,0
"304",304,0,0,5,110,9,0,1,0,0,0,1,0,0,1,0,0,1
"305",305,0,0,0,528,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"306",306,1,2,3,38,0.92,1,0,0,1,0,0,1,0,0,1,0,1
"307",307,0,0,3,84,9,1,0,0,0,0,0,1,1,0,0,0,1
"308",308,1,0,3,612,17,1,0,0,0,0,0,1,1,0,0,0,1
"309",309,1,0,0,576,30,0,1,0,1,0,1,0,1,0,0,0,0
"310",310,0,0,5,585,30,1,0,0,0,0,1,0,1,0,0,0,1
"311",311,0,0,3,60,24,1,0,0,0,0,1,0,1,0,0,0,1
"312",312,2,2,2,603,18,1,0,0,0,0,0,1,1,0,0,0,1
"313",313,1,1,0,168,26,0,1,0,0,0,1,0,0,0,1,0,0
"314",314,0,0,0,383,28,0,0,1,1,1,0,0,0,0,1,0,0
"315",315,1,1,0,572,43,0,1,0,1,0,1,0,0,0,1,0,0
"316",316,0,0,0,344,26,0,0,1,0,1,0,0,0,0,1,0,1
"317",317,1,0,0,151,24,0,1,0,0,0,1,0,0,0,1,0,1
"318",318,0,0,0,233,54,0,1,0,1,0,1,0,0,0,1,0,0
"319",319,0,2,3,454,31,1,0,0,0,0,0,1,0,0,1,0,1
"320",320,1,1,5,82,40,1,0,0,0,0,0,1,1,0,0,0,1
"321",321,0,0,0,525,22,0,0,1,1,1,0,0,0,0,1,0,0
"322",322,0,0,0,366,27,0,0,1,1,1,0,0,0,0,1,0,0
"323",323,0,0,0,125,30,0,1,0,0,0,1,0,0,1,0,0,1
"324",324,1,1,0,159,22,0,1,0,0,0,1,0,0,0,1,0,1
"325",325,3,2,0,569,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"326",326,0,0,3,614,36,1,0,0,0,0,0,1,1,0,0,0,1
"327",327,0,0,0,300,61,0,0,1,1,1,0,0,0,0,1,0,0
"328",328,0,0,4,230,36,0,1,0,0,0,1,0,0,0,1,0,1
"329",329,1,1,0,424,31,0,0,1,0,0,1,0,0,0,1,0,1
"330",330,0,1,2,8,16,1,0,0,0,0,1,0,1,0,0,0,1
"331",331,2,0,0,442,9,0,0,1,0,0,1,0,0,1,0,0,1
"332",332,0,0,3,21,45.5,1,0,0,1,0,1,0,0,0,1,0,0
"333",333,0,1,3,589,38,1,0,0,1,0,0,1,0,0,1,0,0
"334",334,2,0,0,303,16,0,0,1,1,0,1,0,0,0,1,0,0
"335",335,1,0,0,606,29.6991176470588,1,0,0,0,0,0,1,0,0,1,0,1
"336",336,0,0,0,371,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"337",337,1,0,3,37,29,1,0,0,1,0,1,0,0,0,1,0,0
"338",338,0,0,5,82,41,1,0,0,0,0,0,1,1,0,0,0,1
"339",339,0,0,0,511,45,0,0,1,1,1,0,0,0,0,1,0,1
"340",340,0,0,20,40,45,1,0,0,1,0,1,0,0,0,1,0,0
"341",341,1,1,6,114,2,0,1,0,1,0,1,0,0,0,1,0,1
"342",342,3,2,3,96,24,1,0,0,0,0,0,1,0,0,1,0,1
"343",343,0,0,0,160,28,0,1,0,1,0,1,0,0,0,1,0,0
"344",344,0,0,0,150,25,0,1,0,1,0,1,0,0,0,1,0,0
"345",345,0,0,0,113,36,0,1,0,1,0,1,0,0,0,1,0,0
"346",346,0,0,6,158,24,0,1,0,0,0,1,0,0,0,1,0,1
"347",347,0,0,0,258,40,0,1,0,0,0,1,0,0,0,1,0,1
"348",348,1,0,0,484,29.6991176470588,0,0,1,0,0,1,0,0,0,1,0,1
"349",349,1,1,0,563,3,0,0,1,1,0,1,0,0,0,1,0,1
"350",350,0,0,0,263,42,0,0,1,1,1,0,0,0,0,1,0,0
"351",351,0,0,0,504,23,0,0,1,1,1,0,0,0,0,1,0,0
"352",352,0,0,3,31,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
"353",353,1,1,0,215,15,0,0,1,1,1,0,0,1,0,0,0,0
"354",354,1,0,0,378,25,0,0,1,1,0,1,0,0,0,1,0,0
"355",355,0,0,0,183,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"356",356,0,0,0,315,28,0,0,1,1,1,0,0,0,0,1,0,0
"357",357,0,1,5,29,22,1,0,0,0,0,1,0,0,0,1,0,1
"358",358,0,0,0,132,38,0,1,0,0,0,1,0,0,0,1,0,0
"359",359,0,0,0,280,9,0,0,1,0,1,0,0,0,1,0,0,1
"360",360,0,0,0,286,9,0,0,1,0,1,0,0,0,1,0,0,1
"361",361,1,3,0,338,40,0,0,1,1,0,1,0,0,0,1,0,0
"362",362,1,0,0,636,29,0,1,0,1,0,1,0,1,0,0,0,0
"363",363,0,1,0,212,45,0,0,1,0,0,1,0,1,0,0,0,0
"364",364,0,0,0,642,35,0,0,1,1,1,0,0,0,0,1,0,0
"365",365,1,0,0,460,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
"366",366,0,0,0,545,30,0,0,1,1,1,0,0,0,0,1,0,0
"367",367,1,0,4,5,60,1,0,0,0,0,1,0,1,0,0,0,1
"368",368,0,0,0,176,29.6991176470588,0,0,1,0,1,0,0,1,0,0,0,1
"369",369,0,0,0,79,9,0,0,1,0,1,0,0,0,1,0,0,1
"370",370,0,0,2,582,24,1,0,0,0,0,1,0,1,0,0,0,1
"371",371,1,0,5,59,25,1,0,0,1,0,1,0,1,0,0,0,1
"372",372,1,0,0,245,18,0,0,1,1,1,0,0,0,0,1,0,0
"373",373,0,0,0,274,19,0,0,1,1,1,0,0,0,0,1,0,0
"374",374,0,0,3,614,22,1,0,0,1,0,0,1,1,0,0,0,0
"375",375,3,1,0,396,3,0,0,1,0,0,1,0,0,0,1,0,0
"376",376,1,0,0,601,29.6991176470588,1,0,0,0,0,1,0,1,0,0,0,1
"377",377,0,0,0,546,22,0,0,1,0,1,0,0,0,0,1,0,1
"378",378,0,2,3,28,27,1,0,0,1,0,0,1,1,0,0,0,0
"379",379,0,0,0,184,20,0,0,1,1,1,0,0,1,0,0,0,0
"380",380,0,0,0,325,19,0,0,1,1,1,0,0,0,0,1,0,0
"381",381,0,0,3,611,42,1,0,0,0,0,0,1,1,0,0,0,1
"382",382,0,2,0,188,1,0,0,1,0,0,1,0,1,0,0,0,1
"383",383,0,0,0,666,32,0,0,1,1,1,0,0,0,0,1,0,0
"384",384,1,0,0,44,35,1,0,0,0,0,1,0,0,0,1,0,1
"385",385,0,0,0,372,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"386",386,0,0,0,622,18,0,1,0,1,0,1,0,0,0,1,0,0
"387",387,3,2,0,567,1,0,0,1,1,0,1,0,0,0,1,0,0
"388",388,0,0,0,221,36,0,1,0,0,0,1,0,0,0,1,0,1
"389",389,0,0,0,448,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"390",390,0,0,0,626,17,0,1,0,0,0,1,0,1,0,0,0,1
"391",391,1,2,2,34,36,1,0,0,1,0,0,1,0,0,1,0,1
"392",392,0,0,0,402,21,0,0,1,1,1,0,0,0,0,1,0,1
"393",393,2,0,0,247,28,0,0,1,1,1,0,0,0,0,1,0,0
"394",394,1,0,4,417,23,1,0,0,0,0,0,1,1,0,0,0,1
"395",395,0,2,7,617,24,0,0,1,0,0,1,0,0,0,1,0,1
"396",396,0,0,0,411,22,0,0,1,1,1,0,0,0,0,1,0,0
"397",397,0,0,0,415,31,0,0,1,0,1,0,0,0,0,1,0,0
"398",398,0,0,0,227,46,0,1,0,1,0,1,0,0,0,1,0,0
"399",399,0,0,0,147,23,0,1,0,1,0,1,0,0,0,1,0,0
"400",400,0,0,0,141,28,0,1,0,0,0,1,0,0,0,1,0,1
"401",401,0,0,0,664,39,0,0,1,1,1,0,0,0,0,1,0,1
"402",402,0,0,0,293,26,0,0,1,1,1,0,0,0,0,1,0,0
"403",403,1,0,0,493,21,0,0,1,0,1,0,0,0,0,1,0,0
"404",404,1,0,0,669,28,0,0,1,1,0,1,0,0,0,1,0,0
"405",405,0,0,0,268,20,0,0,1,0,1,0,0,0,0,1,0,0
"406",406,1,0,0,231,34,0,1,0,1,0,1,0,0,0,1,0,0
"407",407,0,0,0,322,51,0,0,1,1,1,0,0,0,0,1,0,0
"408",408,1,1,0,238,3,0,1,0,1,0,1,0,0,0,1,0,1
"409",409,0,0,0,256,21,0,0,1,1,1,0,0,0,0,1,0,0
"410",410,3,1,0,489,9,0,0,1,0,0,1,0,0,0,1,0,0
"411",411,0,0,0,368,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"412",412,0,0,0,488,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"413",413,1,0,3,93,33,1,0,0,0,0,1,0,0,1,0,0,1
"414",414,0,0,0,136,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
"415",415,0,0,0,656,44,0,0,1,1,1,0,0,0,0,1,0,1
"416",416,0,0,0,296,29.6991176470588,0,0,1,0,1,0,0,0,0,1,0,0
"417",417,1,1,0,225,34,0,1,0,0,0,1,0,0,0,1,0,1
"418",418,0,2,0,169,18,0,1,0,0,0,1,0,0,0,1,0,1
"419",419,0,0,0,226,30,0,1,0,1,0,1,0,0,0,1,0,0
"420",420,0,2,0,308,10,0,0,1,0,0,1,0,0,0,1,0,0
"421",421,0,0,0,393,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"422",422,0,0,0,535,21,0,0,1,1,1,0,0,0,1,0,0,0
"423",423,0,0,0,260,29,0,0,1,1,1,0,0,0,0,1,0,0
"424",424,1,1,0,332,28,0,0,1,0,0,1,0,0,0,1,0,0
"425",425,1,1,0,459,18,0,0,1,1,0,1,0,0,0,1,0,0
"426",426,0,0,0,522,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"427",427,1,0,0,101,28,0,1,0,0,0,1,0,0,0,1,0,1
"428",428,0,0,0,171,19,0,1,0,0,0,1,0,0,0,1,0,1
"429",429,0,0,0,438,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"430",430,0,0,5,645,32,0,0,1,1,1,0,0,0,0,1,0,1
"431",431,0,0,3,4,28,1,0,0,1,0,1,0,0,0,1,0,1
"432",432,1,0,0,477,29.6991176470588,0,0,1,0,0,1,0,0,0,1,0,1
"433",433,1,0,0,628,42,0,1,0,0,0,1,0,0,0,1,0,1
"434",434,0,0,0,658,17,0,0,1,1,1,0,0,0,0,1,0,0
"435",435,1,0,5,73,50,1,0,0,1,0,1,0,0,0,1,0,0
"436",436,1,2,2,34,14,1,0,0,0,0,0,1,0,0,1,0,1
"437",437,2,2,0,677,21,0,0,1,0,0,1,0,0,0,1,0,0
"438",438,2,3,0,238,24,0,1,0,0,0,1,0,0,0,1,0,1
"439",439,1,3,3,96,64,1,0,0,1,0,0,1,0,0,1,0,0
"440",440,0,0,0,548,31,0,1,0,1,0,1,0,0,0,1,0,0
"441",441,1,1,0,572,45,0,1,0,0,0,1,0,0,0,1,0,1
"442",442,0,0,0,306,20,0,0,1,1,1,0,0,0,0,1,0,0
"443",443,1,0,0,329,25,0,0,1,1,1,0,0,0,0,1,0,0
"444",444,0,0,0,117,28,0,1,0,0,0,1,0,0,0,1,0,1
"445",445,0,0,0,500,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,1
"446",446,0,2,1,290,4,1,0,0,1,0,1,0,0,0,1,0,1
"447",447,0,1,0,163,13,0,1,0,0,0,1,0,0,0,1,0,1
"448",448,0,0,0,46,34,1,0,0,1,0,1,0,0,0,1,0,1
"449",449,2,1,0,195,5,0,0,1,0,0,1,0,1,0,0,0,1
"450",450,0,0,3,41,52,1,0,0,1,0,1,0,0,0,1,0,1
"451",451,1,2,0,562,36,0,1,0,1,0,1,0,0,0,1,0,0
"452",452,1,0,0,498,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"453",453,0,0,3,23,30,1,0,0,1,0,1,0,1,0,0,0,0
"454",454,1,0,3,85,49,1,0,0,1,0,1,0,1,0,0,0,1
"455",455,0,0,0,529,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"456",456,0,0,0,380,29,0,0,1,1,1,0,0,1,0,0,0,1
"457",457,0,0,5,74,65,1,0,0,1,0,1,0,0,0,1,0,0
"458",458,1,0,4,87,29.6991176470588,1,0,0,0,0,1,0,0,0,1,0,1
"459",459,0,0,0,573,50,0,1,0,0,0,1,0,0,0,1,0,1
"460",460,0,0,0,469,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"461",461,0,0,5,97,48,1,0,0,1,0,1,0,0,0,1,0,1
"462",462,0,0,0,430,34,0,0,1,1,1,0,0,0,0,1,0,0
"463",463,0,0,5,7,47,1,0,0,1,0,1,0,0,0,1,0,0
"464",464,0,0,0,122,48,0,1,0,1,0,1,0,0,0,1,0,0
"465",465,0,0,0,540,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"466",466,0,0,0,640,38,0,0,1,1,1,0,0,0,0,1,0,0
"467",467,0,0,0,136,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
"468",468,0,0,0,45,56,1,0,0,1,0,1,0,0,0,1,0,0
"469",469,0,0,0,422,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"470",470,2,1,0,195,0.75,0,0,1,0,0,1,0,1,0,0,0,1
"471",471,0,0,0,273,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"472",472,0,0,0,264,38,0,0,1,1,1,0,0,0,0,1,0,0
"473",473,1,2,0,562,33,0,1,0,0,0,1,0,0,0,1,0,1
"474",474,0,0,4,629,23,0,1,0,0,0,1,0,1,0,0,0,1
"475",475,0,0,0,510,22,0,0,1,0,1,0,0,0,0,1,0,0
"476",476,0,0,3,3,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
"477",477,1,0,0,253,34,0,1,0,1,0,1,0,0,0,1,0,0
"478",478,1,0,0,316,29,0,0,1,1,1,0,0,0,0,1,0,0
"479",479,0,0,0,412,22,0,0,1,1,1,0,0,0,0,1,0,0
"480",480,0,1,0,252,2,0,0,1,0,0,1,0,0,0,1,0,1
"481",481,3,2,0,567,9,0,0,1,1,0,1,0,0,0,1,0,0
"482",482,0,0,0,137,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
"483",483,0,0,0,532,50,0,0,1,1,1,0,0,0,0,1,0,0
"484",484,0,0,0,490,63,0,0,1,0,1,0,0,0,0,1,0,1
"485",485,1,0,2,65,25,1,0,0,1,0,1,0,1,0,0,0,1
"486",486,3,1,0,489,9,0,0,1,0,0,1,0,0,0,1,0,0
"487",487,1,0,3,94,35,1,0,0,0,0,1,0,0,0,1,0,1
"488",488,0,0,2,62,58,1,0,0,1,0,1,0,1,0,0,0,0
"489",489,0,0,0,518,30,0,0,1,1,1,0,0,0,0,1,0,0
"490",490,1,1,0,563,9,0,0,1,1,0,1,0,0,0,1,0,1
"491",491,1,0,0,499,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"492",492,0,0,0,650,21,0,0,1,1,1,0,0,0,0,1,0,0
"493",493,0,0,3,42,55,1,0,0,1,0,1,0,0,0,1,0,0
"494",494,0,0,0,604,71,1,0,0,1,0,1,0,1,0,0,0,0
"495",495,0,0,0,519,21,0,0,1,1,1,0,0,0,0,1,0,0
"496",496,0,0,0,177,29.6991176470588,0,0,1,1,0,1,0,1,0,0,0,0
"497",497,1,0,4,455,54,1,0,0,0,0,1,0,1,0,0,0,1
"498",498,0,0,0,565,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"499",499,1,2,3,38,25,1,0,0,0,0,0,1,0,0,1,0,0
"500",500,0,0,0,403,24,0,0,1,1,1,0,0,0,0,1,0,0
"501",501,0,0,0,262,17,0,0,1,1,1,0,0,0,0,1,0,0
"502",502,0,0,0,434,21,0,0,1,0,1,0,0,0,1,0,0,0
"503",503,0,0,0,277,9,0,0,1,0,1,0,0,0,1,0,0,0
"504",504,0,0,0,491,37,0,0,1,0,1,0,0,0,0,1,0,0
"505",505,0,0,2,1,16,1,0,0,0,0,1,0,0,0,1,0,1
"506",506,1,0,3,612,18,1,0,0,1,0,0,1,1,0,0,0,0
"507",507,0,2,0,181,33,0,1,0,0,0,1,0,0,0,1,0,1
"508",508,0,0,0,11,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,1
"509",509,0,0,0,543,28,0,0,1,1,0,1,0,0,0,1,0,0
"510",510,0,0,0,81,26,0,0,1,1,0,1,0,0,0,1,0,1
"511",511,0,0,0,480,29,0,0,1,1,1,0,0,0,1,0,0,1
"512",512,0,0,0,649,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"513",513,0,0,5,578,36,1,0,0,1,0,1,0,0,0,1,0,1
"514",514,1,0,0,600,54,1,0,0,0,0,1,0,1,0,0,0,1
"515",515,0,0,0,357,24,0,0,1,1,1,0,0,0,0,1,0,0
"516",516,0,0,4,457,47,1,0,0,1,0,1,0,0,0,1,0,0
"517",517,0,0,6,561,34,0,1,0,0,0,1,0,0,0,1,0,1
"518",518,0,0,0,470,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
"519",519,1,0,0,111,36,0,1,0,0,0,1,0,0,0,1,0,1
"520",520,0,0,0,382,32,0,0,1,1,1,0,0,0,0,1,0,0
"521",521,0,0,2,68,30,1,0,0,0,0,1,0,0,0,1,0,1
"522",522,0,0,0,391,22,0,0,1,1,1,0,0,0,0,1,0,0
"523",523,0,0,0,174,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"524",524,0,1,2,8,44,1,0,0,0,0,1,0,1,0,0,0,1
"525",525,0,0,0,218,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"526",526,0,0,0,447,40.5,0,0,1,1,1,0,0,0,1,0,0,0
"527",527,0,0,0,674,50,0,1,0,0,0,1,0,0,0,1,0,1
"528",528,0,0,3,584,29.6991176470588,1,0,0,1,0,0,1,0,0,1,0,0
"529",529,0,0,0,251,39,0,0,1,1,1,0,0,0,0,1,0,0
"530",530,2,1,0,236,23,0,1,0,1,0,1,0,0,0,1,0,0
"531",531,1,1,0,181,2,0,1,0,0,0,1,0,0,0,1,0,1
"532",532,0,0,0,182,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"533",533,1,1,0,211,17,0,0,1,1,1,0,0,1,0,0,0,0
"534",534,0,2,6,197,29.6991176470588,0,0,1,0,0,1,0,1,0,0,0,1
"535",535,0,0,0,261,30,0,0,1,0,1,0,0,0,0,1,0,0
"536",536,0,2,0,572,7,0,1,0,0,0,1,0,0,0,1,0,1
"537",537,0,0,2,22,45,1,0,0,1,0,1,0,0,0,1,0,0
"538",538,0,0,3,615,30,1,0,0,0,0,0,1,1,0,0,0,1
"539",539,0,0,0,427,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"540",540,0,2,2,76,22,1,0,0,0,0,1,0,1,0,0,0,1
"541",541,0,2,2,681,36,1,0,0,0,0,1,0,0,0,1,0,1
"542",542,3,2,0,334,9,0,0,1,0,0,1,0,0,0,1,0,0
"543",543,3,2,0,334,11,0,0,1,0,0,1,0,0,0,1,0,0
"544",544,1,0,0,234,32,0,1,0,1,0,1,0,0,0,1,0,1
"545",545,1,0,3,615,50,1,0,0,1,0,0,1,1,0,0,0,0
"546",546,0,0,0,502,64,1,0,0,1,0,1,0,0,0,1,0,0
"547",547,1,0,0,234,19,0,1,0,0,0,1,0,0,0,1,0,1
"548",548,0,0,0,633,29.6991176470588,0,1,0,1,0,1,0,1,0,0,0,1
"549",549,1,1,0,424,33,0,0,1,1,0,1,0,0,0,1,0,0
"550",550,1,1,0,559,8,0,1,0,1,0,1,0,0,0,1,0,1
"551",551,0,2,3,84,17,1,0,0,1,0,0,1,1,0,0,0,1
"552",552,0,0,0,149,27,0,1,0,1,0,1,0,0,0,1,0,0
"553",553,0,0,0,285,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"554",554,0,0,0,172,22,0,0,1,1,1,0,0,1,0,0,0,1
"555",555,0,0,0,336,22,0,0,1,0,1,0,0,0,0,1,0,1
"556",556,0,0,0,53,62,1,0,0,1,0,1,0,0,0,1,0,0
"557",557,1,0,1,58,48,1,0,0,0,0,1,0,1,0,0,0,1
"558",558,0,0,3,611,29.6991176470588,1,0,0,1,0,0,1,1,0,0,0,0
"559",559,1,1,5,2,39,1,0,0,0,0,1,0,0,0,1,0,1
"560",560,1,0,0,301,36,0,0,1,0,0,1,0,0,0,1,0,1
"561",561,0,0,0,472,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"562",562,0,0,0,390,40,0,0,1,1,1,0,0,0,0,1,0,0
"563",563,0,0,0,104,28,0,1,0,1,0,1,0,0,0,1,0,0
"564",564,0,0,0,652,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"565",565,0,0,0,646,9,0,0,1,0,1,0,0,0,0,1,0,0
"566",566,2,0,0,520,24,0,0,1,1,0,1,0,0,0,1,0,0
"567",567,0,0,0,353,19,0,0,1,1,1,0,0,0,0,1,0,0
"568",568,0,3,0,396,29,0,0,1,0,0,1,0,0,0,1,0,0
"569",569,0,0,0,208,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"570",570,0,0,0,416,32,0,0,1,1,1,0,0,0,0,1,0,1
"571",571,0,0,0,625,62,0,1,0,1,0,1,0,0,0,1,0,1
"572",572,2,0,3,61,53,1,0,0,0,0,1,0,0,0,1,0,1
"573",573,0,0,5,579,36,1,0,0,1,0,1,0,0,0,1,0,1
"574",574,0,0,0,78,9,0,0,1,0,1,0,0,0,1,0,0,1
"575",575,0,0,0,521,16,0,0,1,1,1,0,0,0,0,1,0,0
"576",576,0,0,0,421,19,0,0,1,1,0,1,0,0,0,1,0,0
"577",577,0,0,0,144,34,0,1,0,0,0,1,0,0,0,1,0,1
"578",578,1,0,5,73,39,1,0,0,0,0,1,0,0,0,1,0,1
"579",579,1,0,0,210,29.6991176470588,0,0,1,0,0,1,0,1,0,0,0,0
"580",580,0,0,0,662,32,0,0,1,1,1,0,0,0,0,1,0,1
"581",581,1,1,0,134,25,0,1,0,0,0,1,0,0,0,1,0,1
"582",582,1,1,3,84,39,1,0,0,0,0,0,1,1,0,0,0,1
"583",583,0,0,0,227,54,0,1,0,1,0,1,0,0,0,1,0,0
"584",584,0,0,1,69,36,1,0,0,1,0,1,0,1,0,0,0,0
"585",585,0,0,0,292,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"586",586,0,2,5,2,18,1,0,0,0,0,1,0,0,0,1,0,1
"587",587,0,0,0,130,47,0,1,0,1,0,1,0,0,0,1,0,0
"588",588,1,1,2,75,60,1,0,0,1,0,1,0,1,0,0,0,1
"589",589,0,0,0,80,22,0,0,1,1,1,0,0,0,0,1,0,0
"590",590,0,0,0,516,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"591",591,0,0,0,657,35,0,0,1,1,1,0,0,0,0,1,0,0
"592",592,1,0,4,455,52,1,0,0,0,0,1,0,1,0,0,0,1
"593",593,0,0,0,533,47,0,0,1,1,1,0,0,0,0,1,0,0
